Plant_ID,Site,Location,Quadrat,Species,Date_Planted,Date_Measured,Age_Months,Height_cm,Num_Leaves,Flowering,Num_Flowers,Condition,Notes
,Site_A,Loc_2,quad4,Phormium tenax,7-Oct,4/5/23,,154,141,n,0,not too bad,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,Location_4,Q4.,Phormium tenax,7/12/18,17/01/2020,,75,235,n,0,fair,Small frog observed nearby. Loam soil exposed at base.
,SiteA,Loc_1,Q05,Pseudopanax crassifolius,13/09/2023,13/1/25,,20,98,FALSE,0,could be dead,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_B,Loc_3,quad5,Phormium tenex,3/5/17,5/7/17,,136,69,FALSE,0,not bad,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_A,loc_3,Q3a,Pseudopanax crassifolius,16/10/2018,24/1/19,,58,175,No,0,not bad,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site A,Loc_2,Q5.,Pittosporum tenuifolium,20/11/2024,08.05.25,,67,176,No,0,not great,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_A,Loc_1,Q6.,Phormium tenax,5/3/18,1/3/19,,162,220,YES,6,struggling,Windburn on leaves. Stem very solid.
,SiteB,Loc_1,Q5,Phormium tenax,27/12/23,7/7/24,,77,53,TRUE,7,ok,Weed pressure moderate. Plant coping.
,Site A,LOC4,QI,Coprosma robusta,14/2/23,13-May,,131,211,No,0,looking great,Condition not assessed; area inaccessible due to wet ground.
,Site_b,Loc_3.,Q5,Phormium tenax,7/5/21,5/11/22,,110,38,TRUE,32,struggling,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,SITE_B,Loc_4,Q1,Hebe speciosa,18/10/2021,22/9/23,,36,18,Y,0,not too bad,Kikuyu removed during visit. Exposed root damage minor.
,site_B,Loc-2,Q06,Pittosporum tenuifolium,7/26/20,19/12/2021,,70,32,1,1,Fair,Rubbish found under plant and removed. Soft soil around roots.
,Site_B,Loc_3,Q3,Hebe speciosa,17/9/2022,18/7/2023,,66,96,n,0,thriving,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,site_B,Loc_3,quad1,Hebe speciosa,8/6/17,8/6/19,,60,117,0,0,Average,Bindweed wrapped around lower branch. Removed during visit.
,SiteB,Loc_1,Q1,Pseudopanax crassifolius,12/1/19,12/2/20,,16,164,YES,8,good,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,Site_A,LOC_4,quad1,Pittosporum tenuifolium,26.05.19,9/6/20,,135,217,yes,5,very healthy,Moderate weed pressure. Plant coping well despite competition.
,SiteB,Loc_1,Q6,Pittosporum tenuifolium,27.02.17,23/10/2017,,139,3.8,n,0,Healthy,Oxalis present around base. Spreading fast; consider manual removal.
,Site A,loc_2,Q6,Hebe speciosa,19.08.22,12/4/24,,54,262,no,0,POOR,Tradescantia spreading from west. Competition increasing significantly.
,Site B,Loc_1,Q6,Pseudopanax crassifolius,7/10/18,14/06/2019,,27,28,1,26,Poor,Oxalis and clover present. Competing for light at base.
,Site_A,LOC_1,Q2,Pseudopanax crassifolius,4/7/23,7/6/23,,34,24,y,0,dying,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,loc_4,Q 4,Leptospermum scoparium,5/2/19,27/11/2020,,130,64,TRUE,25,,Percentage_Cover hard to assess; dense grass cover makes boundary unclear.
,Site_B,Loc_l,Q6.,Pseudopanax crassifolius,6/4/24,12/7/25,,31,270,FALSE,3,Poor,Percentage_Cover hard to assess; dense grass cover makes boundary unclear.
,SITE_A,Location_3,Q11,Hebe speciosa,4/12/22,28/01/2024,,83,21,yes,19,excellent,Grass encroaching from north. Hand pull recommended.
,Site_B,Loc_2,Q3,Pseudopanax crassifolius,21/6/2018,19/11/2018,,29,128,TRUE,7,ok,Num_Flowers count approximate; plant too dense to count accurately.
,Site_B,Location_4,Q5,Phormium tenex,13-Nov,,,65,21,Yes,1,Healthy,Condition not fully assessed; heavy rain during visit. Check at next survey.
,site_A,LOC3,quad6,Hebe species,28/1/2023,10/11/24,,70,196,NO,0,not too bad,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,loc_04,Q5,Coprosma robusta,27/12/22,29-Oct,,92,56,TRUE,13,Poor,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,SiteB,loc_2,Q5a,Phormium tenax,27/05/2018,07.02.20,,163,123,1,25,struggling,Standing water present in shallow depression 2m to south.
,Site_A,LOC_4,Q4,Hebe speciosa,7/11/20,10/5/21,,60,102,no,0,POOR,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_A,Location_1,Q3,Phormium tenax,25/9/2019,1-Feb,,84,244,Yes,32,average,Condition not fully assessed; heavy rain during visit. Check at next survey.
,Site A,Loc_2,q4,Pseudopanax crassifolius,,28/5/23,,65,111,TRUE,35,good,Leaf litter accumulating around base. Sign of establishing well.
,Site A,Location_3,Q01,Pseudopanax crassifolius,26/12/2022,21/03/2024,,59,215,0,0,could be dead,Soil cracked around stem. Plant possibly stressed from dry conditions.
,Site_B,Loc_4,Q1,Pittosporum tenuifolium,12/1/17,3/6/17,,95,103,Y,21,,Standing water present in shallow depression 2m to south.
,Site_B,LOC1,quad2,Coprosma robusta,5/18/21,9/1/22,,61,43,TRUE,30,OK,Bindweed removed from stem during visit. Will recheck next survey.
,site_b,Loc_1,quad2,Phormium teanx,19-Mar,,,127,94,NO,0,great condition,Bindweed removed from stem during visit. Will recheck next survey.
,Site_B,Loc_1,q5,Hebe species,12/10/22,,,61,206,No,0,healthy,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site_A,Loc_3,Q11,Leptospermum scoparium,27/10/17,16-Mar,,115,203,no,0,Fair,Small frog observed nearby. Loam soil exposed at base.
,site_A,Loc-1,q5,Pittosporum tenuifolium,14-Oct,12/12/22,,109,240,0,0,excellent,Berries present; fruiting plant.
,Site_a,LOC1,Q4,Leptospermum scoparium,11.12.21,18/06/2022,,92,118,N,0,reasonable,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site B,Loc_4,Q4,Phormium teanx,,30/1/2023,,198,59,FALSE,0,POOR,Bindweed wrapped around lower branch. Removed during visit.
,Site_A,Location_2,Q5,Hebe speciosa,14/4/2018,18/2/20,,50,128,N,0,struggling,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_A,Loc_1,Q1,Pseudopanax crassifolius,5/9/17,,,58,192,Yes,32,OK,Height not recorded; measuring tape misplaced during visit.
,Site_B,Loc_1,Q 2,Coprosma robusta,4/4/21,13/3/23,,65,98,y,15,great condition,Sedge competition at base but manageable.
,Site_B,loc_04,Q3,Pittosporum tenuifolium,21/11/2021,8/7/22,,84,202,N,0,fair,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,Loc_4,Q3,Pseudopanax crassifolius,6/10/20,16-Apr,,60,109,FALSE,0,Poor,Gecko under adjacent rock. No new growth concerns.
,site_a,Loc_l,Q2,Leptospermum scoparium,6/16/23,5-Jun,,,90,1,20,very poor,Moderate weed pressure. Plant coping well despite competition.
,Site_A,Loc_3,Q6,Pseudopanax crassifolius,6/8/24,25/11/2025,,60,82,YES,35,Good,Condition not assessed; area inaccessible due to wet ground.
,Site_B,Loc_1,q3,Hebe speciosa,10/14/24,9/3/25,,80,147,Yes,18,not too bad,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_B,Loc-2,Q6,Pseudopanax crassifolius,7/2/17,3/9/18,,53,103,TRUE,6,could be better,Bindweed removed from stem during visit. Will recheck next survey.
,Site_B,Loc-1,Q6,Pittosporum tenuifolium,14/7/2024,11/12/24,,36,86,n,0,struggling,Height not recorded; pole broken on site. Leaf count approximate.
,Site_B,LOC_1,quad4,Coprosma robusta,15.02.19,14/8/2019,,80,62,Y,4,POOR,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,site_B,Loc_1,Q6,Pseudopanax crassifolius,5/5/19,10-Nov,,64,210,No,0,GOOD,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,SiteA,Loc_4,quad3,Hebe speciosa,7-Aug,26.11.21,,80,274,Y,4,dying,Condition not fully assessed; heavy rain during visit. Check at next survey.
,Site_B,loc_2,Q3,Phormium tenax,5/7/21,10/3/23,,110,244,No,0,Healthy,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,Site_A,Loc_1,Q6a,Leptospermum scoparium,21/7/2018,3/11/19,,29,22.7,n,0,Good,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,Loc-2,QI,Pittosporum tenuifolium,7/2/24,9/9/25,,88,162,YES,0,POOR,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_a,Loc_3,Q5,Hebe speciosa,3/10/18,27/5/2020,,37,268,FALSE,0,needs attention,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,Loc_3,Q5,Coprosma robusta,24/5/2021,,,86,66,n,0,Poor,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,SITE_B,LOC_3,Q3,Coprosma robusta,18.11.23,14/11/25,,50,51,yes,33,Healthy,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_B,LOC3,Q03,Hebe speciosa,20/8/2018,12/7/19,,43,188,TRUE,27,very poor,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,SITE_B,LOC3,Q3,Coprosma robusta,16/8/2023,20/7/2024,,121,248,yes,6,,Very little weed competition here. Natural leaf litter forming.
,Site_A,Loc_2,quad4,Phormium tenax,14/6/2018,10/1/20,,137,34,N,0,poor,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,Loc_2,Q4,Leptospermum scoparium,04.12.24,11/6/25,,29,213,1,22,GOOD,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_A,LOC_4,Q3a,Hebe speciosa,12/15/17,14/4/18,,30,14.4,FALSE,0,very poor,Some couch grass at root zone. Otherwise healthy.
,site_A,Loc-4,Q6,Phormium tenax,23/7/2024,27/5/25,,160,167,n,0,GOOD,Height not recorded; measuring tape misplaced during visit.
,site_B,loc_2,Q06,Leptospermum scoparium,4/6/20,18-Sep,,76,235,FALSE,0,Excellent,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,site_B,loc_3,Q4,Pseudopanax crassifolius,24/4/2023,3/11/24,,450,185,no,0,thriving,Wax-eye activity observed in adjacent canopy.
,Site_B,LOC1,quad2,Leptospermum scoparium,18/7/2020,,,123,175,FALSE,0,reasonable,Very little weed competition here. Natural leaf litter forming.
,Site_a,Loc_3,Q4,Pseudopanax crassifolius,4/3/23,24/9/24,,50,271,y,22,reasonable,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,site_A,Loc-2,quad4,Hebe speciosa,17/05/2021,25/2/2023,,64,145,FALSE,0,needs attention,Tradescantia spreading from west. Competition increasing significantly.
,Site_B,Loc_2,Q1,Pittosporum tenuifolium,24/10/2024,10/5/25,,117,273,NO,0,excellent,Some couch grass at root zone. Otherwise healthy.
,site_A,Loc-2,Q6,Phormium tenax,24/2/2017,20/10/2018,,123,58,TRUE,32,average,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_B,LOC3,Q3,Hebe speciosa,07.11.18,15/9/2019,,73,,FALSE,0,thriving,Excellent specimen. Bird droppings on upper leaves; likely a perch site.
,Site_A,Loc_2,Q1,Pittosporum tenuifolium,8/1/22,,,109,31,No,0,,Standing water present in shallow depression 2m to south.
,Site_B,Loc_2,q1,Coprosma robusta,11/6/24,1/6/25,,62,105,TRUE,22,ok,Weed pressure reducing light to lower leaves. Growth slowing.
,Site_A,Loc-1,Q5,Coprosma robusta,26/11/22,3/6/23,,93,166,No,0,could be better,Sandy topsoil exposed around base. Multiple stems.
,Site_B,Loc-4,quad3,Phormium tenax,26/4/2019,3/7/19,,168,84,y,30,could be better,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_B,Loc_1,Q 3,Phormium tenax,11/10/18,6/3/19,,46,233,y,21,fair,Sedge competition at base but manageable.
,Site_B,LOC4,Q6,Coprosma robusta,13/8/2020,9/12/21,,52,256,Yes,13,very poor,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_A,LOC_3,quad5,Phormium tenax,27/12/2019,23/8/2021,,102,100,N,0,average,Old plastic bag caught in branches. Area checked for further litter.
,Site_A,LOC_2,Q2,Coprosma robusta,19/12/19,24/5/2020,,60,49,NO,0,looking great,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_A,Loc_4,Q3,Phormium tenax,18/11/2021,23/5/22,,146,27,FALSE,0,could be better,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_A,Loc_3,quad1,Coprosma robusta,17-Aug,6/6/21,,95,71,Y,24,looking great,"Standing water, well draining. Plant vigorous."
,SiteA,Loc_4,Q2,Pseudopanax crassifolius,2/9/23,2/15/25,,31,80,y,4,struggling,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,Site_B,Loc_4,Q3a,Pittosporum tenuifolium,3/11/17,3/10/19,,98,156,1,16,struggling,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,Site_A,Loc_2,Q6,Phormium tenax,11/7/21,14/4/22,,171,69,FALSE,0,Poor,Gecko under adjacent rock. No new growth concerns.
,Site_A,Loc_1,Q03,Coprosma robusta,1/19/17,19-Jul,,88,45,1,58,not too bad,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,SITE_B,Loc_2,Q02,Coprosma robusta,9/2/18,18-Oct,,134,202,YES,4,very healthy,Weed mat placed around base. Check next visit for effectiveness.
,Site_B,Loc_3.,Q3,Hebe speciosa,8/9/21,23/5/2022,,73,213,TRUE,27,needs attention,Heavily shaded by dense manuka above. Etiolated growth form.
,SITE_B,Location_1,Q1,Hebe speciosa,26/08/2024,26/1/25,,65,170,n,0,very healthy,Standing water present in shallow depression 2m to south.
,Site_B,LOC3,quad6,Leptospermum sccparium,5/1/19,29.08.20,,71,52,N,0,Healthy,Some couch grass at root zone. Otherwise healthy.
,Site_B,Loc_3,Q3,Leptospermum scoparium,16/1/2018,24.01.19,,37,272,Y,28,Average,Weeds encroaching from all sides. Annual weed clear recommended.
,site_b,Loc_3,Q6,Pittosporum tenuifolium,11/10/22,31-Jan,,157,174,No,0,GOOD,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_A,Loc_2,Q5,Coprosma robusta,9-Dec,11/7/23,,49,54,No,0,Fair,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,Loc_l,quad1,Leptospermum scoparium,22/3/2023,5/6/23,,104,118,FALSE,0,needs attention,Standing water present in shallow depression 2m to south.
,Site_a,LOC1,Q2,Pseudopanax crassifolius,,23-Aug,,37,171,TRUE,28,very poor,Leaf litter accumulating around base. Sign of establishing well.
,Site_B,Loc_2,q3,Hebe speciosa,26/12/2022,7/12/23,,81,246,0,2,not too bad,Sandy topsoil exposed around base. Multiple stems.
,SITE_A,Loc_2,Q3,Pseudopanax crassifolius,7/12/20,16/12/21,,17,2170,TRUE,20,poor,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,site_b,Loc_3,Q5,Leptospermum scoparium,26/11/2020,8-Mar,,99,69,No,1,thriving,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_B,LOC_2,q6,Pseudopanax crassifolius,13/11/21,11/1/23,,32,77,NO,0,thriving,Moderate weed pressure. Plant coping well despite competition.
,SiteB,Loc_4,Q3,Hebe speciosa,17/4/23,27/09/2024,,77,181,TRUE,20,dying,Tradescantia spreading from west. Competition increasing significantly.
,site_B,Loc_2,Q 6,Hebe speciosa,3/10/22,17/8/2024,,49,191,yes,0,Fair,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_B,Loc_4,Q2,Leptospermum scoparium,11-Jul,26-Nov,,108,197,y,23,GOOD,Condition not assessed; area inaccessible due to wet ground.
,Site B,Loc_l,Q2,Coprosma robusta,2/12/18,29/6/2020,,95,53,Yes,23,Reasonable,Very little weed competition here. Natural leaf litter forming.
,Site_B,Loc_l,quad1,Pseudopanax crassifolius,4/3/21,20/11/22,,35,16,No,0,Healthy,Oxalis present around base. Spreading fast; consider manual removal.
,Site_A,LOC2,q6,Leptospermum scoparium,2/9/18,6/8/19,,20,171,TRUE,12,ok,Height not recorded; measuring tape misplaced during visit.
,Site_B,Loc_1,Q5,Pittosporum tenuifolium,14.06.19,7/10/19,,70,119,yes,26,Good,Couch grass competition at edge of root zone. Plant maintaining itself.
,SiteB,loc_4,Q03,Pseudopanax crassifolius,8/4/17,31/12/2017,,39,206,Yes,30,Reasonable,Leaf count may be inflated; plant very bushy with dense branching. Recount recommended.
,SiteA,Loc_1,q4,Phormium tenax,15/6/2022,4/11/23,,51,62,NO,0,could be better,"Standing water, well draining. Plant vigorous."
,Site B,Loc-1,Q3,Coprosma robusta,10/7/20,13/3/2021,,91,51,NO,0,looking great,Weed pressure moderate. Plant coping.
,Site_A,Loc_3,q4,Hebe speciosa,24.04.19,21/12/2020,,380,15,yes,14,Excellent,Height not recorded; pole broken on site. Leaf count approximate.
,Site_A,loc_4,q3,Phormium tenax,3/10/23,10/3/24,,80,153,FALSE,0,needs attention,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,site_A,Loc_4,Q2,Pseudopanax crassifolius,10/5/19,28/2/2021,,62,200,TRUE,11,needs attention,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_A,Location_1,Q1.,Coprosma robusta,5/1/19,14/3/2020,,78,86,Yes,19,GOOD,Rubbish found under plant and removed. Soft soil around roots.
,Site_B,Location_1,Q5,Hebe speciosa,21/11/2017,28.01.18,,40,110,N,2,average,Very windy on day of measurement. Some difficulty holding height rod steady.
,Site_B,Loc-1,Q6,Pittosporum tenuifolium,28/3/22,10-Oct,,85,41,y,26,not bad,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,site_B,Loc_1,quad1,Phormium tenax,4-Jun,28/12/25,,197,62,YES,5,could be dead,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_B,Loc_1,Q3.,Hebe speciosa,16/10/18,16.08.20,,77,93,1,3,thriving,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site A,LOC_4,Q5,Coprosma robusta,1/8/23,27/4/25,,88,160,n,0,ok,Dense tradescantia around base. Weed mat removed during visit.
,Site_B,LOC2,Q3,Pittosporum tenuifolium,25/7/2018,1/5/20,,136,231,n,4,struggling,Oxalis present around base. Spreading fast; consider manual removal.
,Site_B,Loc_4,Q6,Phormium tenax,1/11/19,8/4/21,,177,201,0,0,thriving,Bindweed on lower branches. Condition hard to assess through weed cover.
,Site_B,Loc_2,Q6,Pittosporum tenuifolium,3/27/23,,,160,274,No,0,great condition,Dense tradescantia around base. Weed mat removed during visit.
,site_b,Loc-4,Q03,Phormium tenax,26/6/23,6/8/24,,142,85,0,0,fair,Moderate weed pressure. Plant coping well despite competition.
,Site_B,Loc-4,Q3,Leptosperumm scoparium,18/2/2024,30-Jan,,114,273,TRUE,13,Good,Grass encroaching from north. Hand pull recommended.
,Site_A,LOC_4,Q3,Hebe speciosa,11/23/21,14/04/2023,,27,68,NO,0,GOOD,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,site_b,Loc_3,Q3,Coprosma robusta,21/08/2017,28.03.19,,117,279,0,0,Fair,Kikuyu removed during visit. Exposed root damage minor.
,Site_b,LOC_1,quad3,Coprosma robusta,20/6/2018,2/12/18,,66,130,Yes,17,excellent,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_B,Loc-2,Q3,Leptospermum scopariam,8/9/21,13/5/2022,,104,45,Yes,14,could be dead,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,Loc_2,Q4,Pseudopanax crassifolius,20-Oct,28/4/25,,45,191,yes,26,Healthy,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,Site_b,loc_04,Q6.,Phormium tenax,16/8/2021,18/3/2022,,195,132,No,0,great condition,Dense tradescantia around base. Weed mat removed during visit.
,SiteB,Loc_3,Q6,Coprosma robusta,23-Dec,23/4/2020,,98,133,no,0,POOR,Bindweed on lower branches. Condition hard to assess through weed cover.
,Site A,Loc_4,Q5,Hebe speciosa,14/9/2023,12/21/24,,43,137,y,27,not great,Bindweed wrapped around lower branch. Removed during visit.
,Site_B,Loc_1,Q2.,Phormium tenax,21/9/18,11/5/19,,194,36,Y,27,ok,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_A,loc_3,quad3,Pittosporum tenuifolium,26/1/20,8/11/20,,8.1,44,no,0,,"Standing water, well draining. Plant vigorous."
,Site_A,Loc_3,Q06,Leptospermum scoparium,16-Apr,7/10/20,,96,192,Y,2,very poor,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
